,C,Vavg[1],Tavg[1],Time
1438.98,0,32798.95,24.9,9:17:15 PM
1440.47,0,32814.3,24.9,9:17:16 PM
1441.88,0,32814.3,24.9,9:17:18 PM
1442.48,0,32826.7,24.9,9:17:18 PM
1443,12.02,32826.7,24.9,9:17:19 PM
1444.49,23.92,32812,24.9,9:17:20 PM
1445.89,25.42,32812,24.95,9:17:22 PM
1446.5,25.7,32759.5,24.95,9:17:22 PM
1447.02,25.41,32759.5,24.95,9:17:23 PM
1448.52,24.84,32694.3,24.95,9:17:25 PM
1449.9,24.44,32694.3,25.25,9:17:26 PM
1450.53,26.38,32649.3,25.25,9:17:27 PM
1451.05,21.58,32649.3,25.25,9:17:27 PM
1452.56,22.54,32571.65,25.25,9:17:29 PM
1453.91,20.28,32571.65,25.4,9:17:30 PM
1454.61,23.36,32544.55,25.4,9:17:31 PM
1455.07,23.64,32544.55,25.4,9:17:31 PM
1456.62,22.23,32557.1,25.4,9:17:33 PM
1457.94,20.61,32557.1,24.65,9:17:34 PM
1458.63,20.9,32562.65,24.65,9:17:35 PM
1459.08,19.61,32562.65,24.65,9:17:35 PM
1460.64,21.49,32571.2,24.65,9:17:37 PM
1461.94,20.41,32571.2,24.7,9:17:38 PM
1462.64,20.7,32573.15,24.7,9:17:39 PM
1463.1,27.01,32573.15,24.7,9:17:39 PM
1464.65,29.45,32544.25,24.7,9:17:41 PM
1465.95,29.85,32544.25,24.9,9:17:42 PM
1466.67,30.29,32526.85,24.9,9:17:43 PM
1467.15,31.2,32526.85,24.9,9:17:43 PM
1468.68,33.58,32476.1,24.9,9:17:45 PM
1469.96,33.07,32476.1,24.75,9:17:46 PM
1470.7,33.82,32426.15,24.75,9:17:47 PM
1471.2,34.27,32426.15,24.75,9:17:47 PM
1472.71,34.14,32391.4,24.75,9:17:49 PM
1473.97,31.41,32391.4,24.5,9:17:50 PM
1474.72,33.39,32379.45,24.5,9:17:51 PM
1475.24,32.71,32379.45,24.5,9:17:51 PM
1476.72,31.11,32379.65,24.5,9:17:53 PM
1477.97,31.83,32379.65,24.8,9:17:54 PM
1478.74,31.55,32379.75,24.8,9:17:55 PM
1479.27,32.37,32379.75,24.8,9:17:55 PM
1480.75,30.46,32380.75,24.8,9:17:57 PM
1481.98,30.98,32380.75,25.05,9:17:58 PM
1482.75,31.57,32386.55,25.05,9:17:59 PM
1483.32,30.05,32386.55,25.05,9:17:59 PM
1484.76,28.35,32393.4,25.05,9:18:01 PM
1485.99,29.63,32393.4,24.7,9:18:02 PM
1486.77,29.31,32396,24.7,9:18:03 PM
1487.34,29.93,32396,24.7,9:18:03 PM
1488.78,32.49,32398.3,24.7,9:18:05 PM
1490.01,30.19,32398.3,24.65,9:18:06 PM
1490.79,29.67,32399.4,24.65,9:18:07 PM
1491.37,29.37,32399.4,24.65,9:18:07 PM
1492.79,26.54,32404.35,24.65,9:18:09 PM
1494.01,27.14,32404.35,24.85,9:18:10 PM
1494.8,27.68,32406.05,24.85,9:18:11 PM
1495.39,28.24,32406.05,24.85,9:18:11 PM
1496.8,29.53,32404.9,24.85,9:18:13 PM
1498.02,30.07,32404.9,24.85,9:18:14 PM
1498.81,29.09,32403.55,24.85,9:18:15 PM
1499.41,28.85,32403.55,24.85,9:18:15 PM
1500.82,30.91,32400,24.85,9:18:17 PM
1502.02,29.4,32400,24.9,9:18:18 PM
1502.83,28.93,32393.45,24.9,9:18:19 PM
1503.42,28.82,32393.45,24.9,9:18:19 PM
1504.84,28.15,32394.45,24.9,9:18:21 PM
1506.03,29.89,32394.45,24.85,9:18:22 PM
1506.85,30.37,32395.05,24.85,9:18:23 PM
1507.44,30.97,32395.05,24.85,9:18:23 PM
1508.85,30.67,32390.55,24.85,9:18:25 PM
1510.07,30.81,32390.55,24.75,9:18:26 PM
1510.86,30.5,32384.4,24.75,9:18:27 PM
1511.45,31.97,32384.4,24.75,9:18:27 PM
1512.87,31.3,32375.25,24.75,9:18:29 PM
1514.11,25.7,32375.25,24.9,9:18:30 PM
1514.88,25.85,32381.35,24.9,9:18:31 PM
1515.47,18.6,32381.35,24.9,9:18:31 PM
1516.89,17.93,32413.7,24.9,9:18:33 PM
1518.12,22.39,32413.7,24.85,9:18:34 PM
1518.9,18.13,32457.65,24.85,9:18:35 PM
1519.5,8.51,32457.65,24.85,9:18:36 PM
1520.91,13.05,32523,24.85,9:18:37 PM
1522.13,16.08,32523,25.2,9:18:38 PM
1522.91,27.56,32534.25,25.2,9:18:39 PM
1523.52,34.24,32534.25,25.2,9:18:40 PM
1524.92,35.19,32489.3,25.2,9:18:41 PM
1526.13,34.25,32489.3,25,9:18:42 PM
1526.93,37.26,32389.9,25,9:18:43 PM
1527.72,41.23,32389.9,25,9:18:44 PM
1528.94,41.23,32289.85,25,9:18:45 PM
1530.14,41.14,32289.85,25.4,9:18:46 PM
1530.94,40.96,32268.4,25.4,9:18:47 PM
1531.76,39.12,32268.4,25.4,9:18:48 PM
1532.96,38.14,32257.2,25.4,9:18:49 PM
1534.15,38.18,32257.2,25.55,9:18:50 PM
1534.96,36.75,32249.65,25.55,9:18:51 PM
1535.81,37.93,32249.65,25.55,9:18:52 PM
1536.97,37.46,32258.7,25.55,9:18:53 PM
1538.16,35.95,32258.7,25.75,9:18:54 PM
1538.97,36.74,32269.25,25.75,9:18:55 PM
1539.85,32.35,32269.25,25.75,9:18:56 PM
1540.99,33.91,32284.35,25.75,9:18:57 PM
1542.16,36.73,32284.35,25.75,9:18:58 PM
1543.01,37.37,32290.8,25.75,9:18:59 PM
1543.88,36.64,32290.8,25.75,9:19:00 PM
1545.02,20.75,32297.5,25.75,9:19:01 PM
1546.17,21.39,32297.5,24.95,9:19:02 PM
1547.03,23.05,32316.3,24.95,9:19:03 PM
1547.94,24.26,32316.3,24.95,9:19:04 PM
1549.04,23.59,32357.8,24.95,9:19:05 PM
1550.18,23.49,32357.8,25.1,9:19:06 PM
1551.04,24.74,32404.5,25.1,9:19:07 PM
1551.97,24.55,32404.5,25.1,9:19:08 PM
1553.05,23.98,32445,25.1,9:19:09 PM
1554.19,24.09,32445,25.1,9:19:10 PM
1555.06,25.5,32441.1,25.1,9:19:11 PM
1555.99,23.64,32441.1,25.1,9:19:12 PM
1557.08,22.24,32440.75,25.1,9:19:13 PM
1558.2,23.67,32440.75,25.1,9:19:14 PM
1559.08,19.25,32445.85,25.1,9:19:15 PM
1560.01,16.97,32445.85,25.1,9:19:16 PM
1561.1,15.95,32471.3,25.1,9:19:17 PM
1562.2,10.48,32471.3,25.45,9:19:18 PM
1563.11,14.29,32509.55,25.45,9:19:19 PM
1564.05,13.2,32509.55,25.45,9:19:20 PM
1565.12,13.3,32544.15,25.45,9:19:21 PM
1566.21,13.45,32544.15,25.55,9:19:22 PM
1567.12,13.73,32578.05,25.55,9:19:23 PM
1568.07,7.66,32578.05,25.55,9:19:24 PM
1569.13,15.66,32589.5,25.55,9:19:25 PM
1570.22,17.3,32589.5,25.25,9:19:26 PM
1571.14,17.74,32596.65,25.25,9:19:27 PM
1572.08,26.73,32596.65,25.25,9:19:28 PM
1573.14,27.67,32567.15,25.25,9:19:29 PM
1574.23,30.35,32567.15,25.15,9:19:30 PM
1575.15,32.89,32513.9,25.15,9:19:31 PM
1576.1,43.83,32513.9,25.15,9:19:32 PM
1577.18,44.67,32467.4,25.15,9:19:33 PM
1578.24,44.58,32467.4,25.05,9:19:34 PM
1579.2,45.02,32406.35,25.05,9:19:35 PM
1580.13,47.06,32406.35,25.05,9:19:36 PM
1581.22,45.37,32346.85,25.05,9:19:37 PM
1582.24,44.02,32346.85,25.25,9:19:38 PM
1583.23,44.2,32274.5,25.25,9:19:39 PM
1584.16,45.05,32274.5,25.25,9:19:40 PM
1585.24,42.77,32237.4,25.25,9:19:41 PM
1586.25,44.21,32237.4,25.1,9:19:42 PM
1587.24,43.48,32224.55,25.1,9:19:43 PM
1588.18,42.96,32224.55,25.1,9:19:44 PM
1589.26,43.38,32176.05,25.1,9:19:45 PM
1590.26,43.71,32176.05,25.4,9:19:46 PM
1591.3,42.17,32167.65,25.4,9:19:47 PM
1592.21,41.94,32167.65,25.4,9:19:48 PM
1593.31,42.65,32168.95,25.4,9:19:49 PM
1594.27,39.97,32168.95,25.5,9:19:50 PM
1595.32,38.47,32171.05,25.5,9:19:51 PM
1596.23,39.54,32171.05,25.5,9:19:52 PM
1597.32,21.67,32187.8,25.5,9:19:53 PM
1598.28,34.08,32187.8,25.6,9:19:54 PM
1599.33,31.56,32208,25.6,9:19:55 PM
1600.26,29.49,32208,25.6,9:19:56 PM
1601.33,28.46,32246.15,25.6,9:19:57 PM
1602.28,0,32246.15,25.75,9:19:58 PM
1603.4,0,32401.25,25.75,9:19:59 PM
1604.3,0,32401.25,25.75,9:20:00 PM
1606.29,-0.85,32585.8,25.2,9:20:02 PM
1606.31,-15.16,32585.8,25.2,9:20:02 PM
1607.49,-28.24,32740.95,25.2,9:20:03 PM
1608.32,-24.42,32740.95,25.2,9:20:04 PM
1610.3,0,32825.5,24.7,9:20:06 PM
1610.35,0,32825.5,24.7,9:20:06 PM
1611.5,0,32858.45,24.7,9:20:08 PM
1612.38,0,32858.45,24.7,9:20:08 PM
1614.36,-0.98,32877.95,24.75,9:20:10 PM
1614.38,0,32877.95,24.75,9:20:10 PM
1615.51,0,32814.45,24.75,9:20:12 PM
1616.39,6.98,32814.45,24.75,9:20:12 PM
1618.37,9.34,32793.4,26.05,9:20:14 PM
1618.4,10.03,32793.4,26.05,9:20:14 PM
1619.53,19.16,32774.55,26.05,9:20:16 PM
1620.41,26.2,32774.55,26.05,9:20:16 PM
1622.38,26.9,32676.85,25.85,9:20:18 PM
1622.42,27.99,32676.85,25.85,9:20:18 PM
1623.54,26.88,32595.5,25.85,9:20:20 PM
1624.42,26.49,32595.5,25.85,9:20:20 PM
1626.39,28.68,32516.6,25.4,9:20:22 PM
1626.43,29.56,32516.6,25.4,9:20:22 PM
1627.55,28.97,32467.5,25.4,9:20:24 PM
1628.44,30.92,32467.5,25.4,9:20:24 PM
1630.4,27.93,32443.4,25.2,9:20:26 PM
1630.45,22.5,32443.4,25.2,9:20:26 PM
1631.57,21.07,32451.25,25.2,9:20:28 PM
1632.46,20.67,32451.25,25.2,9:20:28 PM
1634.41,21.23,32475.15,25.6,9:20:30 PM
1634.5,13.28,32475.15,25.6,9:20:30 PM
1635.59,14.37,32529.95,25.6,9:20:32 PM
1636.5,14.37,32529.95,25.6,9:20:33 PM
1638.42,13.89,32568.45,25.8,9:20:34 PM
1638.51,14.22,32568.45,25.8,9:20:35 PM
1639.6,14.38,32602.95,25.8,9:20:36 PM
1640.52,14.73,32602.95,25.8,9:20:37 PM
1642.45,17.16,32604.65,25.35,9:20:38 PM
1642.53,17.25,32604.65,25.35,9:20:39 PM
1643.61,17.59,32597.75,25.35,9:20:40 PM
1644.54,21.37,32597.75,25.35,9:20:41 PM
1645.62,30.91,32575.1,25.35,9:20:42 PM
1646.59,31.4,32575.1,25.25,9:20:43 PM
1647.62,32.39,32540,25.25,9:20:44 PM
1648.57,34.2,32540,25.25,9:20:45 PM
1649.64,32.01,32504.9,25.25,9:20:46 PM
1650.64,31.91,32504.9,25.3,9:20:47 PM
1651.65,32.29,32436.4,25.3,9:20:48 PM
1652.59,30.1,32436.4,25.3,9:20:49 PM
1653.69,23.89,32388.1,25.3,9:20:50 PM
1654.65,23.8,32388.1,25.65,9:20:51 PM
1655.75,18.26,32390.3,25.65,9:20:52 PM
1656.64,21.37,32390.3,25.65,9:20:53 PM
1658.65,21.15,32417.8,25.7,9:20:55 PM
1658.66,20.53,32417.8,25.7,9:20:55 PM
1659.77,20.19,32456.7,25.7,9:20:56 PM
1660.67,20.49,32456.7,25.7,9:20:57 PM
1662.67,20.35,32494.05,26.2,9:20:59 PM
1662.68,17.17,32494.05,26.2,9:20:59 PM
1663.79,19.41,32511.65,26.2,9:21:00 PM
1664.69,19.85,32511.65,26.2,9:21:01 PM
1666.68,19.54,32515.9,25.95,9:21:03 PM
1666.7,19.14,32515.9,25.95,9:21:03 PM
1667.83,18.94,32521,25.95,9:21:04 PM
1668.71,18.42,32521,25.95,9:21:05 PM
1670.69,18.43,32525.15,25.95,9:21:07 PM
1670.72,17.99,32525.15,25.95,9:21:07 PM
1671.88,18.2,32528.75,25.95,9:21:08 PM
1672.73,18.53,32528.75,25.95,9:21:09 PM
1674.69,24.28,32529.75,25.7,9:21:11 PM
1674.73,26.92,32529.75,25.7,9:21:11 PM
1675.89,28.39,32507.4,25.7,9:21:12 PM
1676.74,27.98,32507.4,25.7,9:21:13 PM
1678.7,30.85,32481.9,25.5,9:21:15 PM
1678.75,28.43,32481.9,25.5,9:21:15 PM
1679.9,28.74,32438.15,25.5,9:21:16 PM
1680.76,31.45,32438.15,25.5,9:21:17 PM
1682.73,31.47,32413.15,25.5,9:21:19 PM
1682.77,31.64,32413.15,25.5,9:21:19 PM
1683.92,32.1,32386.3,25.5,9:21:20 PM
1684.78,30.69,32386.3,25.5,9:21:21 PM
1686.76,31.49,32374.75,25.6,9:21:23 PM
1686.79,30.38,32374.75,25.6,9:21:23 PM
1687.94,30.1,32366.25,25.6,9:21:24 PM
1688.8,29.63,32366.25,25.6,9:21:25 PM
1690.77,29.46,32359.1,25.9,9:21:27 PM
1690.81,29.8,32359.1,25.9,9:21:27 PM
1691.96,29.54,32360.8,25.9,9:21:28 PM
1692.82,30.03,32360.8,25.9,9:21:29 PM
1694.78,29.87,32362.5,25.95,9:21:31 PM
1694.83,30.42,32362.5,25.95,9:21:31 PM
1695.97,29.91,32361.7,25.95,9:21:32 PM
1696.86,29.02,32361.7,25.95,9:21:33 PM
1698.78,30.05,32359,25.55,9:21:35 PM
1698.91,30.22,32359,25.55,9:21:35 PM
1699.98,31.35,32354.05,25.55,9:21:36 PM
1700.92,30.63,32354.05,25.55,9:21:37 PM
1702.79,30.54,32347.45,25.5,9:21:39 PM
1702.93,31.54,32347.45,25.5,9:21:39 PM
1704.11,30.8,32344.7,25.5,9:21:40 PM
1705.12,30.07,32344.7,25.5,9:21:41 PM
1706.8,30.16,32344.15,25.75,9:21:43 PM
1707.12,30.03,32344.15,25.75,9:21:43 PM
1708.15,31.09,32337.35,25.75,9:21:44 PM
1709.13,31.81,32337.35,25.75,9:21:45 PM
1710.81,32.99,32334.75,25.9,9:21:47 PM
1711.14,30.35,32334.75,25.9,9:21:47 PM
1712.16,32.22,32329.15,25.9,9:21:48 PM
1714.18,30.59,32325.15,25.9,9:21:50 PM
1714.83,30.29,32325.15,25.8,9:21:51 PM
1715.19,32.62,32325.15,25.8,9:21:51 PM
1716.2,33.57,32324.75,25.8,9:21:52 PM
1717.19,41.97,32324.75,25.8,9:21:53 PM
1718.83,42.93,32280.55,25.85,9:21:55 PM
1719.27,44.54,32280.55,25.85,9:21:55 PM
1720.28,43.41,32249.25,25.85,9:21:56 PM
1721.28,43.19,32249.25,25.85,9:21:57 PM
1722.84,44.95,32193.7,25.75,9:21:59 PM
1723.28,45.35,32193.7,25.75,9:21:59 PM
1724.3,44.79,32152.65,25.75,9:22:00 PM
1726.3,47.81,32136.3,25.75,9:22:02 PM
1726.85,48.87,32136.3,25.8,9:22:03 PM
1727.31,48.74,32136.3,25.8,9:22:03 PM
1728.31,48.01,32118.2,25.8,9:22:04 PM
1729.32,48.43,32118.2,25.8,9:22:05 PM
1730.86,49.28,32103.4,26.1,9:22:07 PM
1731.33,50.38,32103.4,26.1,9:22:07 PM
1732.33,48.03,32080,26.1,9:22:08 PM
1734.34,49.09,32069.55,26.1,9:22:10 PM
1734.86,48.84,32069.55,26.05,9:22:11 PM
1736.36,48.03,32061.85,26.05,9:22:12 PM
1736.35,48.59,32061.85,26.05,9:22:12 PM
1737.36,48.83,32061.85,26.05,9:22:13 PM
1738.87,39.47,32059.85,26.05,9:22:15 PM
1739.37,41.81,32059.85,26.05,9:22:15 PM
1740.39,43.62,32065.95,26.05,9:22:16 PM
1741.39,44.58,32065.95,26.05,9:22:17 PM
1742.89,46.48,32072.05,26,9:22:19 PM
1743.4,45.45,32072.05,26,9:22:19 PM
1744.41,45.51,32080.3,26,9:22:20 PM
1745.41,44.83,32080.3,26,9:22:21 PM
1746.91,45.7,32080.95,26,9:22:23 PM
1748.43,46.72,32067.25,26,9:22:24 PM
1748.44,46.43,32067.25,26,9:22:24 PM
1750.44,46.46,32063.45,26,9:22:26 PM
1750.95,42.15,32063.45,26.05,9:22:27 PM
1752.45,41.54,32068.95,26.05,9:22:28 PM
1752.48,41.82,32068.95,26.05,9:22:28 PM
1754.49,40.27,32084.3,26.05,9:22:30 PM
1754.96,39.18,32084.3,25.95,9:22:31 PM
1755.5,40.46,32084.3,25.95,9:22:31 PM
1756.5,40.7,32097.2,25.95,9:22:33 PM
1758.53,39.77,32120.75,25.95,9:22:35 PM
1758.97,38.36,32120.75,26,9:22:35 PM
1760.54,37.8,32132.75,26,9:22:37 PM
1760.55,38.21,32132.75,26,9:22:37 PM
1762.57,38.4,32140.55,26,9:22:39 PM
1762.97,39.24,32140.55,26.05,9:22:39 PM
1764.59,37.67,32145.2,26.05,9:22:41 PM
1764.65,38.18,32145.2,26.05,9:22:41 PM
1766.63,39.81,32147.75,26.05,9:22:43 PM
1766.98,38.67,32147.75,26.05,9:22:43 PM
1767.66,39.22,32147.75,26.05,9:22:44 PM
1768.88,38.72,32152.05,26.05,9:22:45 PM
1769.89,39.53,32152.05,26.05,9:22:46 PM
1770.99,38.45,32147.55,26.45,9:22:47 PM
1771.89,13.02,32147.55,26.45,9:22:48 PM
1772.91,8.73,32209.2,26.45,9:22:49 PM
1773.9,8.14,32209.2,26.45,9:22:50 PM
1775,11.1,32344,26.05,9:22:51 PM
1776.93,23.6,32369.25,26.05,9:22:53 PM
1776.92,31.05,32369.25,26.05,9:22:53 PM
1778.94,33.04,32402.55,26.05,9:22:55 PM
1779.01,32.51,32402.55,25.95,9:22:55 PM
1779.95,33.03,32402.55,25.95,9:22:56 PM
1780.96,25.83,32379.75,25.95,9:22:57 PM
1781.96,19.61,32379.75,25.95,9:22:58 PM
1783.16,23.27,32366.15,26.1,9:22:59 PM
1784.11,27.33,32366.15,26.1,9:23:00 PM
1785.25,26.7,32319.4,26.1,9:23:01 PM
1786.11,26.41,32319.4,26.1,9:23:02 PM
1787.26,26.79,32329.75,26.35,9:23:03 PM
1788.12,26.08,32329.75,26.35,9:23:04 PM
1789.27,21.43,32351.7,26.35,9:23:05 PM
1790.13,22.46,32351.7,26.35,9:23:06 PM
1791.27,13.24,32352.2,26.25,9:23:07 PM
1792.16,16.25,32352.2,26.25,9:23:08 PM
1793.28,17.3,32381.65,26.25,9:23:09 PM
1794.17,16.85,32381.65,26.25,9:23:10 PM
1795.29,18.27,32416.3,26.35,9:23:11 PM
1796.19,5.14,32416.3,26.35,9:23:12 PM
1797.29,0,32489.75,26.35,9:23:13 PM
1798.2,0,32489.75,26.35,9:23:14 PM
1799.3,0,32598.55,25.5,9:23:15 PM
1800.2,0,32598.55,25.5,9:23:16 PM
1801.3,0,32655,25.5,9:23:17 PM
1802.21,0,32655,25.5,9:23:18 PM
1803.32,0,32708.7,25.85,9:23:19 PM
1804.22,6.66,32708.7,25.85,9:23:20 PM
1805.34,8.38,32705.95,25.85,9:23:21 PM
1806.23,10.81,32705.95,25.85,9:23:22 PM
1807.34,23.74,32672.55,26.15,9:23:23 PM
1808.24,29.22,32672.55,26.15,9:23:24 PM
1809.35,29.63,32558.85,26.15,9:23:25 PM
1810.26,29.57,32558.85,26.15,9:23:26 PM
1811.35,32.79,32491,26.05,9:23:27 PM
1812.27,30.59,32491,26.05,9:23:28 PM
1813.36,30.29,32404.05,26.05,9:23:29 PM
1815.29,33.39,32404.05,26.05,9:23:31 PM
1815.37,32.11,32354.05,26.05,9:23:31 PM
1816.3,32,32354.05,26.05,9:23:32 PM
1817.39,31.38,32341.25,26.05,9:23:33 PM
1819.3,31.15,32341.25,26,9:23:35 PM
1819.44,32.12,32331.75,26,9:23:35 PM
1820.31,21.85,32331.75,26,9:23:36 PM
1821.45,7.21,32364.7,26,9:23:37 PM
1823.31,23.82,32364.7,26.35,9:23:39 PM
1823.46,0,32453.55,26.35,9:23:39 PM
1824.33,0,32453.55,26.35,9:23:40 PM
1825.46,3.2,32561.45,26.35,9:23:41 PM
1827.32,16,32561.45,26.05,9:23:43 PM
1827.47,20.34,32605,26.05,9:23:43 PM
1828.42,25,32605,26.05,9:23:44 PM
1829.47,25.09,32578,26.05,9:23:45 PM
1831.33,0,32578,25.75,9:23:47 PM
1831.48,0,32566.25,25.75,9:23:47 PM
1832.48,0,32566.25,25.75,9:23:48 PM
1833.58,8.04,32601.2,25.75,9:23:50 PM
1835.34,16.11,32601.2,25.4,9:23:51 PM
1835.59,18.17,32645.25,25.4,9:23:52 PM
1836.6,16.73,32645.25,25.4,9:23:53 PM
1837.61,17.5,32670.15,25.4,9:23:54 PM
1839.35,17.66,32670.15,25.4,9:23:55 PM
1839.62,17.92,32621.3,25.4,9:23:56 PM
1841.62,17.5,32558.6,25.4,9:23:58 PM
1841.7,29.19,32558.6,25.4,9:23:58 PM
1843.63,31.88,32494.75,25.85,9:24:00 PM
1843.72,31.34,32494.75,25.85,9:24:00 PM
1845.64,29.38,32435.9,25.85,9:24:02 PM
1845.74,20.83,32435.9,25.85,9:24:02 PM
1847.66,21.4,32424.45,26.05,9:24:04 PM
1847.76,22.27,32424.45,26.05,9:24:04 PM
1849.69,20.14,32408.4,26.05,9:24:06 PM
1849.8,17.7,32408.4,26.05,9:24:06 PM
1851.7,14.14,32424.95,26.05,9:24:08 PM
1851.84,13.21,32424.95,26.05,9:24:08 PM
1853.7,6.74,32509.75,26.05,9:24:10 PM
1853.85,5.95,32509.75,26.05,9:24:10 PM
1855.71,5.36,32576.35,25.85,9:24:12 PM
1856,11.33,32576.35,25.85,9:24:12 PM
1857.72,15.89,32623.9,25.85,9:24:14 PM
1858.01,22.02,32623.9,25.85,9:24:14 PM
1859.73,23.99,32598.3,25.95,9:24:16 PM
1860.01,24.23,32598.3,25.95,9:24:16 PM
1861.74,32.89,32513.4,25.95,9:24:18 PM
1862.03,39.01,32513.4,25.95,9:24:18 PM
1863.75,39.21,32452.5,26.3,9:24:20 PM
1864.06,34.8,32452.5,26.3,9:24:20 PM
1865.75,30.87,32359.5,26.3,9:24:22 PM
1866.07,29.59,32359.5,26.3,9:24:22 PM
1867.76,27.5,32336,26.2,9:24:24 PM
1868.08,26.67,32336,26.2,9:24:24 PM
1869.78,26.22,32348,26.2,9:24:26 PM
1870.09,27.98,32348,26.2,9:24:26 PM
1871.81,30.77,32381.6,26.1,9:24:28 PM
1872.1,0,32381.6,26.1,9:24:28 PM
1873.83,0.09,32544,26.1,9:24:30 PM
1874.11,0,32544,26.1,9:24:30 PM
1875.84,0,32651.65,26.3,9:24:32 PM
1876.12,15.31,32651.65,26.3,9:24:32 PM
1877.85,14.35,32638.6,26.3,9:24:34 PM
1878.13,21.24,32638.6,26.3,9:24:34 PM
1879.86,23.03,32580.05,26.6,9:24:36 PM
1880.14,25.98,32580.05,26.6,9:24:36 PM
1881.87,26.84,32519.65,26.6,9:24:38 PM
1882.15,25.29,32519.65,26.6,9:24:38 PM
1884.02,26.11,32458.45,26.25,9:24:40 PM
1884.18,26.68,32458.45,26.25,9:24:40 PM
1886.05,25.05,32427.55,26.25,9:24:42 PM
1886.27,13.26,32427.55,26.25,9:24:42 PM
1888.05,0,32448.8,26.45,9:24:44 PM
1888.3,0,32448.8,26.45,9:24:44 PM
1890.06,0,32531.8,26.45,9:24:46 PM
1890.31,0,32531.8,26.45,9:24:46 PM
1892.07,0,32634.1,26.65,9:24:48 PM
1892.32,0,32634.1,26.65,9:24:48 PM
1894.08,0,32735.75,26.65,9:24:50 PM
1894.33,0,32735.75,26.65,9:24:50 PM
1896.08,0,32747.4,26,9:24:52 PM
1896.34,0,32747.4,26,9:24:52 PM
1898.26,2.39,32751.35,26,9:24:54 PM
1898.34,17.3,32751.35,26,9:24:54 PM
1900.33,5.44,32718.75,26.7,9:24:56 PM
1900.37,11.28,32718.75,26.7,9:24:56 PM
1902.34,10.4,32690.8,26.7,9:24:58 PM
1902.39,10.18,32690.8,26.7,9:24:58 PM
1904.37,9.32,32664.95,26.2,9:25:00 PM
1904.41,7.44,32664.95,26.2,9:25:00 PM
1906.39,0.02,32666.6,26.2,9:25:02 PM
1907.53,10.36,32666.6,26.15,9:25:04 PM
1908.41,21.42,32659.4,26.15,9:25:04 PM
1908.53,27.13,32659.4,26.15,9:25:05 PM
1910.44,18.95,32607.5,26.15,9:25:06 PM
1911.54,8.28,32607.5,26.1,9:25:08 PM
1912.76,13.81,32592.15,26.1,9:25:09 PM
1912.85,9.03,32592.15,26.1,9:25:09 PM
1914.83,6.3,32621.75,26.1,9:25:11 PM
1915.55,15.05,32621.75,26.3,9:25:12 PM
1916.84,14.54,32625.9,26.3,9:25:13 PM
1916.91,20.72,32625.9,26.3,9:25:13 PM
1918.85,23.47,32577.65,26.3,9:25:15 PM
1919.57,33.65,32577.65,26.25,9:25:16 PM
1920.86,37.95,32540.15,26.25,9:25:17 PM
1920.99,37.69,32540.15,26.25,9:25:17 PM
1922.87,22.18,32428.25,26.25,9:25:19 PM
1923.58,18.51,32428.25,26.45,9:25:20 PM
1924.88,22.19,32408.65,26.45,9:25:21 PM
1925.04,24.13,32408.65,26.45,9:25:21 PM
1926.92,24.88,32401.6,26.45,9:25:23 PM
1927.59,24.77,32401.6,26.5,9:25:24 PM
1928.96,10.83,32479.65,26.5,9:25:25 PM
1929.13,21.27,32479.65,26.5,9:25:25 PM
1930.97,26.69,32494.9,26.5,9:25:27 PM
1931.6,27.92,32494.9,26.45,9:25:28 PM
1932.97,24.71,32473.95,26.45,9:25:29 PM
1933.2,23.42,32473.95,26.45,9:25:29 PM
1934.99,22.3,32469.95,26.45,9:25:31 PM
1935.61,11.67,32469.95,26.4,9:25:32 PM
1936.99,12.87,32480.75,26.4,9:25:33 PM
1937.29,12.79,32480.75,26.4,9:25:33 PM
1939.01,12.36,32518.3,26.4,9:25:35 PM
1939.62,10.99,32518.3,26.6,9:25:36 PM
1941.01,12.69,32583.5,26.6,9:25:37 PM
1941.34,20.21,32583.5,26.6,9:25:37 PM
1943.02,25.52,32549.15,26.6,9:25:39 PM
1943.63,25.97,32549.15,26.5,9:25:40 PM
1945.03,26.92,32508.1,26.5,9:25:41 PM
1945.5,26.85,32508.1,26.5,9:25:41 PM
1947.04,27.81,32481.9,26.5,9:25:43 PM
1947.64,25.93,32481.9,26.3,9:25:44 PM
1949.04,15.21,32446.95,26.3,9:25:45 PM
1949.58,16.07,32446.95,26.3,9:25:46 PM
1951.05,24.64,32436.8,26.3,9:25:47 PM
1951.65,24.7,32436.8,26.1,9:25:48 PM
1953.06,9.27,32454.5,26.1,9:25:49 PM
1953.59,8.67,32454.5,26.1,9:25:50 PM
1955.07,10.98,32502.85,26.1,9:25:51 PM
1955.68,10.83,32502.85,26.4,9:25:52 PM
1957.07,12.67,32540.55,26.4,9:25:53 PM
1957.63,10.97,32540.55,26.4,9:25:54 PM
1959.08,10.44,32599.8,26.4,9:25:55 PM
1959.73,8.01,32599.8,26.6,9:25:56 PM
1961.09,15.91,32600.85,26.6,9:25:57 PM
1961.64,17.06,32600.85,26.6,9:25:58 PM
1963.09,17.42,32575.35,26.6,9:25:59 PM
1963.74,21.5,32575.35,26.6,9:26:00 PM
1965.1,20.55,32553.5,26.6,9:26:01 PM
1965.68,13.52,32553.5,26.6,9:26:02 PM
1967.1,13.8,32547,26.6,9:26:03 PM
1967.75,10.63,32547,26.7,9:26:04 PM
1969.11,0,32545.4,26.7,9:26:05 PM
